feature,rank_pca,rank_lda,rank_lasso,rank_shap,mean_rank,is_slc
DHX36,3322.0,10266.0,8260.5,7753.0,7400.375,False
FKBP15,2408.0,11184.0,8260.5,7753.0,7401.375,False
GCLC,7414.0,6178.0,8260.5,7753.0,7401.375,False
FASTKD5,6021.0,7572.0,8260.5,7753.0,7401.625,False
NPIPB13,6929.0,6664.0,8260.5,7753.0,7401.625,False
ZSWIM9,6892.0,6702.0,8260.5,7753.0,7401.875,False
TRIM44,6521.0,7074.0,8260.5,7753.0,7402.125,False
MED20,7695.0,5901.0,8260.5,7753.0,7402.375,False
SNX29,5775.0,7826.0,8260.5,7753.0,7403.625,False
PARP1,8707.0,4895.0,8260.5,7753.0,7403.875,False
SPTLC2,3192.0,10410.0,8260.5,7753.0,7403.875,False
SLC16A1-AS1,8680.0,4924.0,8260.5,7753.0,7404.375,False
NPAT,4385.0,9219.0,8260.5,7753.0,7404.375,False
MTERF1,8229.0,5376.0,8260.5,7753.0,7404.625,False
DESI1,4951.0,8657.0,8260.5,7753.0,7405.375,False
PRKCI,8312.0,5296.0,8260.5,7753.0,7405.375,False
SLC35B2,8004.0,5605.0,8260.5,7753.0,7405.625,True
AC005261.3,8922.0,4688.0,8260.5,7753.0,7405.875,False
THOC6,7586.0,6030.0,8260.5,7753.0,7407.375,False
MRS2,8143.0,5474.0,8260.5,7753.0,7407.625,False
NAA40,8216.0,5402.0,8260.5,7753.0,7407.875,False
ECHDC1,3465.0,10160.0,8260.5,7753.0,7409.625,False
EIF5A,3207.0,10424.0,8260.5,7753.0,7411.125,False
NIPSNAP1,7848.0,5785.0,8260.5,7753.0,7411.625,False
PEX19,5938.0,7697.0,8260.5,7753.0,7412.125,False
USPL1,6512.0,7126.0,8260.5,7753.0,7412.875,False
DFFA,8518.0,5120.0,8260.5,7753.0,7412.875,False
CBWD3,3875.0,9764.0,8260.5,7753.0,7413.125,False
FAM209A,7253.0,6387.0,8260.5,7753.0,7413.375,False
VPS51,4773.0,8868.0,8260.5,7753.0,7413.625,False
LEMD2,3618.0,10025.0,8260.5,7753.0,7414.125,False
CIAPIN1,8578.0,5068.0,8260.5,7753.0,7414.875,False
SLCO5A1,9093.0,4555.0,8260.5,7753.0,7415.375,False
HPS6,8311.0,5338.0,8260.5,7753.0,7415.625,False
FHDC1,8116.0,5533.0,8260.5,7753.0,7415.625,False
SPTB,8541.0,5111.0,8260.5,7753.0,7416.375,False
DNAJB2,3770.0,9884.0,8260.5,7753.0,7416.875,False
TMEM126A,8094.0,5561.0,8260.5,7753.0,7417.125,False
C18orf32,2412.0,11244.0,8260.5,7753.0,7417.375,False
MRPS6,2911.0,10745.0,8260.5,7753.0,7417.375,False
OTULINL,3751.0,9908.0,8260.5,7753.0,7418.125,False
BUB3,4735.0,8927.0,8260.5,7753.0,7418.875,False
CSF1R,5481.0,8183.0,8260.5,7753.0,7419.375,False
NMRK1,4787.0,8881.0,8260.5,7753.0,7420.375,False
COASY,4472.0,9197.0,8260.5,7753.0,7420.625,False
EEF1AKMT2,8412.0,5258.0,8260.5,7753.0,7420.875,False
ZNRF3-AS1,7022.0,6648.0,8260.5,7753.0,7420.875,False
RUFY2,6226.0,7448.0,8260.5,7753.0,7421.875,False
LTN1,2454.0,11223.0,8260.5,7753.0,7422.625,False
AL354733.3,4518.0,9159.0,8260.5,7753.0,7422.625,False
SESTD1,7844.0,5834.0,8260.5,7753.0,7422.875,False
ABHD11,5948.0,7736.0,8260.5,7753.0,7424.375,False
SCN9A,7667.0,6018.0,8260.5,7753.0,7424.625,False
MPG,6838.0,6850.0,8260.5,7753.0,7425.375,False
ZMYM1,7312.0,6376.0,8260.5,7753.0,7425.375,False
VAMP3,2525.0,11163.0,8260.5,7753.0,7425.375,False
CFAP45,6097.0,7592.0,8260.5,7753.0,7425.625,False
SCAMP1,3930.0,9760.0,8260.5,7753.0,7425.875,False
ACACB,9438.0,11572.0,8260.5,433.5,7426.0,False
ZRSR2,5391.0,8305.0,8260.5,7753.0,7427.375,False
MRPL22,7505.0,6194.0,8260.5,7753.0,7428.125,False
NCBP1,6684.0,7019.0,8260.5,7753.0,7429.125,False
MRPS21,5609.0,8101.0,8260.5,7753.0,7430.875,False
EMC9,6794.0,6918.0,8260.5,7753.0,7431.375,False
ZNF26,6412.0,7301.0,8260.5,7753.0,7431.625,False
FUZ,5356.0,8358.0,8260.5,7753.0,7431.875,False
AC116651.1,6673.0,7043.0,8260.5,7753.0,7432.375,False
CEBPG,6989.0,6728.0,8260.5,7753.0,7432.625,False
YPEL2,4173.0,9545.0,8260.5,7753.0,7432.875,False
MVB12A,5281.0,8437.0,8260.5,7753.0,7432.875,False
ZNF766,4537.0,9184.0,8260.5,7753.0,7433.625,False
TIMM29,7267.0,6456.0,8260.5,7753.0,7434.125,False
CD300E,6135.0,7589.0,8260.5,7753.0,7434.375,False
PRKD3,7477.0,6250.0,8260.5,7753.0,7435.125,False
INTS6L,6653.0,7077.0,8260.5,7753.0,7435.875,False
MTOR,6401.0,7330.0,8260.5,7753.0,7436.125,False
THBS3,5761.0,7973.0,8260.5,7753.0,7436.875,False
NUP85,6155.0,7579.0,8260.5,7753.0,7436.875,False
MRPL1,8530.0,5206.0,8260.5,7753.0,7437.375,False
ZNF14,7047.0,6691.0,8260.5,7753.0,7437.875,False
UQCRHL,6432.0,7309.0,8260.5,7753.0,7438.625,False
MAP3K8,2364.0,11381.0,8260.5,7753.0,7439.625,False
CIITA,5935.0,7816.0,8260.5,7753.0,7441.125,False
TRIM60,3383.0,10370.0,8260.5,7753.0,7441.625,False
CPEB3,4940.0,8814.0,8260.5,7753.0,7441.875,False
DENND4C,6978.0,6776.0,8260.5,7753.0,7441.875,False
CPSF2,2945.0,10809.0,8260.5,7753.0,7441.875,False
HCCS,7750.0,6005.0,8260.5,7753.0,7442.125,False
RGPD2,6765.0,6991.0,8260.5,7753.0,7442.375,False
NBPF26,6272.0,7486.0,8260.5,7753.0,7442.875,False
CDCA4,8243.0,5516.0,8260.5,7753.0,7443.125,False
MAPKBP1,7052.0,6712.0,8260.5,7753.0,7444.375,False
IFT81,8133.0,5633.0,8260.5,7753.0,7444.875,False
TRIM62,7205.0,6562.0,8260.5,7753.0,7445.125,False
AC099489.3,9445.0,4322.0,8260.5,7753.0,7445.125,False
LOXL1-AS1,7217.0,6551.0,8260.5,7753.0,7445.375,False
AP4E1,6378.0,7393.0,8260.5,7753.0,7446.125,False
USP6,3817.0,9955.0,8260.5,7753.0,7446.375,False
CLEC12A,5569.0,8206.0,8260.5,7753.0,7447.125,False
LSM6,5026.0,8753.0,8260.5,7753.0,7448.125,False
JAG1,6671.0,7110.0,8260.5,7753.0,7448.625,False
EIF2A,7127.0,6657.0,8260.5,7753.0,7449.375,False
AL021707.7,6942.0,6843.0,8260.5,7753.0,7449.625,False
WDR46,5500.0,8288.0,8260.5,7753.0,7450.375,False
TM2D2,8618.0,5173.0,8260.5,7753.0,7451.125,False
RBL1,7972.0,5820.0,8260.5,7753.0,7451.375,False
CACNA1E,6626.0,7168.0,8260.5,7753.0,7451.875,False
TRIM65,9259.0,4538.0,8260.5,7753.0,7452.625,False
DPP7,6186.0,7611.0,8260.5,7753.0,7452.625,False
AC091173.1,7945.0,5853.0,8260.5,7753.0,7452.875,False
CAMP,2980.0,10819.0,8260.5,7753.0,7453.125,False
AC109597.2,8526.0,5277.0,8260.5,7753.0,7454.125,False
AL353616.2,9213.0,4592.0,8260.5,7753.0,7454.625,False
CTSK,7879.0,5928.0,8260.5,7753.0,7455.125,False
KATNA1,6022.0,7786.0,8260.5,7753.0,7455.375,False
HNRNPAB,5552.0,8257.0,8260.5,7753.0,7455.625,False
LIN52,8664.0,5148.0,8260.5,7753.0,7456.375,False
ACOT11,9171.0,4642.0,8260.5,7753.0,7456.625,False
MZT1,6928.0,6886.0,8260.5,7753.0,7456.875,False
C1QBP,7188.0,6627.0,8260.5,7753.0,7457.125,False
CDK7,5882.0,7934.0,8260.5,7753.0,7457.375,False
ZNF324B,8405.0,5413.0,8260.5,7753.0,7457.875,False
HES4,6322.0,7497.0,8260.5,7753.0,7458.125,False
SLC12A2,9079.0,4740.0,8260.5,7753.0,7458.125,True
NIFK-AS1,6197.0,7622.0,8260.5,7753.0,7458.125,False
TXLNA,6420.0,7401.0,8260.5,7753.0,7458.625,False
LINC00958,5473.0,8349.0,8260.5,7753.0,7458.875,False
CTNNAL1,8382.0,5442.0,8260.5,7753.0,7459.375,False
CCDC85B,6244.0,7584.0,8260.5,7753.0,7460.375,False
FAM157C,2421.0,11407.0,8260.5,7753.0,7460.375,False
AC142472.1,6800.0,7030.0,8260.5,7753.0,7460.875,False
MUL1,4922.0,8908.0,8260.5,7753.0,7460.875,False
AC020917.3,6472.0,7364.0,8260.5,7753.0,7462.375,False
ZNF507,6753.0,7084.0,8260.5,7753.0,7462.625,False
NRDE2,3158.0,10680.0,8260.5,7753.0,7462.875,False
F13A1,8060.0,5781.0,8260.5,7753.0,7463.625,False
ZBTB11-AS1,9633.0,4212.0,8260.5,7753.0,7464.625,False
GTF3C6,7336.0,6515.0,8260.5,7753.0,7466.125,False
ZNF609,5754.0,8098.0,8260.5,7753.0,7466.375,False
NFRKB,4720.0,9136.0,8260.5,7753.0,7467.375,False
ZKSCAN5,6471.0,7385.0,8260.5,7753.0,7467.375,False
WDR24,9312.0,4546.0,8260.5,7753.0,7467.875,False
AL139424.2,8402.0,5459.0,8260.5,7753.0,7468.625,False
MED14OS,7256.0,6605.0,8260.5,7753.0,7468.625,False
NBEAL1,6979.0,6883.0,8260.5,7753.0,7468.875,False
AC108673.3,7478.0,6385.0,8260.5,7753.0,7469.125,False
TRIM9,6943.0,6925.0,8260.5,7753.0,7470.375,False
OMA1,4836.0,9033.0,8260.5,7753.0,7470.625,False
SCCPDH,8054.0,5815.0,8260.5,7753.0,7470.625,False
STAU2,3490.0,10380.0,8260.5,7753.0,7470.875,False
MRPL49,8791.0,5080.0,8260.5,7753.0,7471.125,False
PDE4D,6993.0,6878.0,8260.5,7753.0,7471.125,False
GLB1L,8030.0,5849.0,8260.5,7753.0,7473.125,False
NSUN5,3876.0,10004.0,8260.5,7753.0,7473.375,False
NCAPG2,9581.0,4301.0,8260.5,7753.0,7473.875,False
INPP5B,6534.0,7348.0,8260.5,7753.0,7473.875,False
ELMO2,6031.0,7852.0,8260.5,7753.0,7474.125,False
UFSP2,7587.0,6296.0,8260.5,7753.0,7474.125,False
CPSF4,6885.0,7002.0,8260.5,7753.0,7475.125,False
PID1,8365.0,5522.0,8260.5,7753.0,7475.125,False
PQLC3,7572.0,6316.0,8260.5,7753.0,7475.375,False
ICK,6812.0,7078.0,8260.5,7753.0,7475.875,False
TMEM185B,6269.0,7621.0,8260.5,7753.0,7475.875,False
LRWD1,4440.0,9450.0,8260.5,7753.0,7475.875,False
AP1B1,6315.0,7576.0,8260.5,7753.0,7476.125,False
PARP11,7141.0,6750.0,8260.5,7753.0,7476.125,False
ZNF383,8896.0,4997.0,8260.5,7753.0,7476.625,False
TIMM50,6407.0,7487.0,8260.5,7753.0,7476.875,False
TOR4A,5924.0,7972.0,8260.5,7753.0,7477.375,False
AC145124.1,7653.0,6243.0,8260.5,7753.0,7477.375,False
COPS7B,6494.0,7404.0,8260.5,7753.0,7477.875,False
DGKE,8847.0,5052.0,8260.5,7753.0,7478.125,False
TRAFD1,2734.0,11165.0,8260.5,7753.0,7478.125,False
PSMC3,6335.0,7565.0,8260.5,7753.0,7478.375,False
SLC26A11,8620.0,5280.0,8260.5,7753.0,7478.375,True
PSMD3,6652.0,7251.0,8260.5,7753.0,7479.125,False
UCKL1-AS1,7164.0,6739.0,8260.5,7753.0,7479.125,False
TMEM184C,8208.0,5696.0,8260.5,7753.0,7479.375,False
FOXK2,6172.0,7732.0,8260.5,7753.0,7479.375,False
LINC00685,7466.0,6438.0,8260.5,7753.0,7479.375,False
RBMX,4238.0,9667.0,8260.5,7753.0,7479.625,False
AC110792.3,7576.0,6334.0,8260.5,7753.0,7480.875,False
CCDC137,7285.0,6625.0,8260.5,7753.0,7480.875,False
SINHCAF,5789.0,8121.0,8260.5,7753.0,7480.875,False
MCRS1,4907.0,9005.0,8260.5,7753.0,7481.375,False
AL391988.1,7755.0,6159.0,8260.5,7753.0,7481.875,False
ATP5F1A,4635.0,9279.0,8260.5,7753.0,7481.875,False
BTD,7826.0,6088.0,8260.5,7753.0,7481.875,False
ITGB4,8321.0,5593.0,8260.5,7753.0,7481.875,False
ZNF91,7908.0,6010.0,8260.5,7753.0,7482.875,False
AL096855.1,8183.0,5738.0,8260.5,7753.0,7483.625,False
ZBTB8A,7163.0,6759.0,8260.5,7753.0,7483.875,False
ZNF789,8182.0,5741.0,8260.5,7753.0,7484.125,False
LINC01089,7527.0,6400.0,8260.5,7753.0,7485.125,False
RFX5,8255.0,5674.0,8260.5,7753.0,7485.625,False
AC232271.1,9039.0,4890.0,8260.5,7753.0,7485.625,False
STK36,8869.0,5063.0,8260.5,7753.0,7486.375,False
DPP9,4959.0,8974.0,8260.5,7753.0,7486.625,False
SQLE,9342.0,4594.0,8260.5,7753.0,7487.375,False
MYL5,8100.0,5843.0,8260.5,7753.0,7489.125,False
SMARCB1,7452.0,6492.0,8260.5,7753.0,7489.375,False
TGIF2,5901.0,8051.0,8260.5,7753.0,7491.375,False
OTUD6A,8536.0,5416.0,8260.5,7753.0,7491.375,False
SUCLG2,8188.0,5766.0,8260.5,7753.0,7491.875,False
FAM160B2,8379.0,5575.0,8260.5,7753.0,7491.875,False
RN7SL832P,7898.0,6060.0,8260.5,7753.0,7492.875,False
LPIN1,7978.0,5981.0,8260.5,7753.0,7493.125,False
GPR157,6906.0,7053.0,8260.5,7753.0,7493.125,False
ZNF688,7666.0,6295.0,8260.5,7753.0,7493.625,False
RPS27L,3167.0,10799.0,8260.5,7753.0,7494.875,False
LIN54,4453.0,9513.0,8260.5,7753.0,7494.875,False
SH3D21,8071.0,5896.0,8260.5,7753.0,7495.125,False
OR7A17,8269.0,5698.0,8260.5,7753.0,7495.125,False
FYCO1,8780.0,5187.0,8260.5,7753.0,7495.125,False
RBMX2,5465.0,8504.0,8260.5,7753.0,7495.625,False
ZNF844,4727.0,9248.0,8260.5,7753.0,7497.125,False
MHENCR,5306.0,8669.0,8260.5,7753.0,7497.125,False
ACSL5,5786.0,8190.0,8260.5,7753.0,7497.375,False
ZNF639,7637.0,6339.0,8260.5,7753.0,7497.375,False
ORMDL3,7934.0,6042.0,8260.5,7753.0,7497.375,False
COG4,5662.0,8317.0,8260.5,7753.0,7498.125,False
BTBD6,8547.0,5434.0,8260.5,7753.0,7498.625,False
TFRC,5443.0,8539.0,8260.5,7753.0,7498.875,False
VILL,9361.0,4623.0,8260.5,7753.0,7499.375,False
EYS,7738.0,6251.0,8260.5,7753.0,7500.625,False
AC012306.2,8519.0,5476.0,8260.5,7753.0,7502.125,False
ZDHHC20,3785.0,10210.0,8260.5,7753.0,7502.125,False
RPP38,7379.0,6617.0,8260.5,7753.0,7502.375,False
C8orf58,7250.0,6747.0,8260.5,7753.0,7502.625,False
RALGPS1,5380.0,8618.0,8260.5,7753.0,7502.875,False
MPRIP,5790.0,8209.0,8260.5,7753.0,7503.125,False
FBXL18,5426.0,8574.0,8260.5,7753.0,7503.375,False
COG8,6638.0,7362.0,8260.5,7753.0,7503.375,False
SETDB2,8167.0,5835.0,8260.5,7753.0,7503.875,False
DLGAP1-AS2,7283.0,6720.0,8260.5,7753.0,7504.125,False
BZW2,9563.0,4442.0,8260.5,7753.0,7504.625,False
LINC02256,7104.0,6901.0,8260.5,7753.0,7504.625,False
PCNX2,9357.0,4648.0,8260.5,7753.0,7504.625,False
RAMP2-AS1,7243.0,6764.0,8260.5,7753.0,7505.125,False
ZNF362,5401.0,8607.0,8260.5,7753.0,7505.375,False
AC012557.2,7474.0,6540.0,8260.5,7753.0,7506.875,False
PCDHB1,7672.0,6343.0,8260.5,7753.0,7507.125,False
MSH2,7780.0,6237.0,8260.5,7753.0,7507.625,False
NDUFA13,2660.0,11358.0,8260.5,7753.0,7507.875,False
NR4A1,6498.0,7521.0,8260.5,7753.0,7508.125,False
ETAA1,9632.0,4389.0,8260.5,7753.0,7508.625,False
SUN2,2590.0,11432.0,8260.5,7753.0,7508.875,False
GSN-AS1,9207.0,4815.0,8260.5,7753.0,7508.875,False
TOMM40L,9549.0,4473.0,8260.5,7753.0,7508.875,False
ST20-AS1,4822.0,9201.0,8260.5,7753.0,7509.125,False
PLA2G15,7627.0,6397.0,8260.5,7753.0,7509.375,False
PPBP,7471.0,6554.0,8260.5,7753.0,7509.625,False
SMDT1,8214.0,5813.0,8260.5,7753.0,7510.125,False
SERPINB10,8008.0,6023.0,8260.5,7753.0,7511.125,False
OSER1-DT,4652.0,9379.0,8260.5,7753.0,7511.125,False
DEPDC5,7265.0,6766.0,8260.5,7753.0,7511.125,False
IFI27L2,5885.0,8153.0,8260.5,7753.0,7512.875,False
BMPR2,7322.0,6717.0,8260.5,7753.0,7513.125,False
SLC17A5,5563.0,8481.0,8260.5,7753.0,7514.375,True
PDE6A,9397.0,4647.0,8260.5,7753.0,7514.375,False
INO80E,4982.0,9063.0,8260.5,7753.0,7514.625,False
AC025580.3,7612.0,6434.0,8260.5,7753.0,7514.875,False
PLPP6,7786.0,6262.0,8260.5,7753.0,7515.375,False
STX2,8597.0,5451.0,8260.5,7753.0,7515.375,False
ANKRD42,4350.0,9701.0,8260.5,7753.0,7516.125,False
PLOD1,3853.0,10201.0,8260.5,7753.0,7516.875,False
ZNF268,8146.0,5911.0,8260.5,7753.0,7517.625,False
LYVE1,8127.0,5933.0,8260.5,7753.0,7518.375,False
MT-ND6,6287.0,7775.0,8260.5,7753.0,7518.875,False
LRRC8C,7054.0,7009.0,8260.5,7753.0,7519.125,False
XKR4,7630.0,6433.0,8260.5,7753.0,7519.125,False
CLMN,7148.0,6917.0,8260.5,7753.0,7519.625,False
NSF,4892.0,9174.0,8260.5,7753.0,7519.875,False
AC132938.3,9500.0,4567.0,8260.5,7753.0,7520.125,False
PPP1R3F,9287.0,4782.0,8260.5,7753.0,7520.625,False
ITGA4,6257.0,7813.0,8260.5,7753.0,7520.875,False
MAPK8IP3,6204.0,7874.0,8260.5,7753.0,7522.875,False
STPG1,8219.0,5860.0,8260.5,7753.0,7523.125,False
STIMATE,8739.0,5341.0,8260.5,7753.0,7523.375,False
AP001437.1,7521.0,6561.0,8260.5,7753.0,7523.875,False
INTS5,8019.0,6064.0,8260.5,7753.0,7524.125,False
RIMS2,8234.0,5852.0,8260.5,7753.0,7524.875,False
AC137932.3,8215.0,5872.0,8260.5,7753.0,7525.125,False
ARF4-AS1,7380.0,6710.0,8260.5,7753.0,7525.875,False
TNFSF12,5554.0,8537.0,8260.5,7753.0,7526.125,False
AC012645.1,3538.0,10555.0,8260.5,7753.0,7526.625,False
PIP4K2C,5904.0,8195.0,8260.5,7753.0,7528.125,False
ZNF564,7130.0,6969.0,8260.5,7753.0,7528.125,False
TAZ,5706.0,8394.0,8260.5,7753.0,7528.375,False
CD177,6397.0,7706.0,8260.5,7753.0,7529.125,False
MED29,3119.0,10989.0,8260.5,7753.0,7530.375,False
USP12,7348.0,6760.0,8260.5,7753.0,7530.375,False
CGAS,4992.0,9117.0,8260.5,7753.0,7530.625,False
LINC01814,7513.0,6598.0,8260.5,7753.0,7531.125,False
ARL15,5095.0,9017.0,8260.5,7753.0,7531.375,False
HSPA1L,6381.0,7734.0,8260.5,7753.0,7532.125,False
CPT1B,6525.0,7590.0,8260.5,7753.0,7532.125,False
CAPS,8827.0,5290.0,8260.5,7753.0,7532.625,False
EPHA1-AS1,5958.0,8161.0,8260.5,7753.0,7533.125,False
C2orf69,5420.0,8700.0,8260.5,7753.0,7533.375,False
ZDHHC2,5086.0,9034.0,8260.5,7753.0,7533.375,False
ESYT1,9054.0,5067.0,8260.5,7753.0,7533.625,False
EXOC2,8698.0,5427.0,8260.5,7753.0,7534.625,False
CCDC107,8978.0,5149.0,8260.5,7753.0,7535.125,False
HIST1H2BE,6446.0,7682.0,8260.5,7753.0,7535.375,False
CAPN10-DT,7840.0,6289.0,8260.5,7753.0,7535.625,False
IQCG,4913.0,9217.0,8260.5,7753.0,7535.875,False
YIF1A,8237.0,5894.0,8260.5,7753.0,7536.125,False
KISS1R,8049.0,6082.0,8260.5,7753.0,7536.125,False
ZNF669,5623.0,8509.0,8260.5,7753.0,7536.375,False
LUC7L,4968.0,9168.0,8260.5,7753.0,7537.375,False
NUDT2,7855.0,6283.0,8260.5,7753.0,7537.875,False
COL6A3,7489.0,6650.0,8260.5,7753.0,7538.125,False
CTNNBL1,6670.0,7470.0,8260.5,7753.0,7538.375,False
MYH7B,8352.0,5788.0,8260.5,7753.0,7538.375,False
PFKM,8959.0,5182.0,8260.5,7753.0,7538.625,False
CDC16,8743.0,5400.0,8260.5,7753.0,7539.125,False
C17orf80,8669.0,5477.0,8260.5,7753.0,7539.875,False
GPS1,7986.0,6162.0,8260.5,7753.0,7540.375,False
MARS,2835.0,11314.0,8260.5,7753.0,7540.625,False
ADAM9,5454.0,8696.0,8260.5,7753.0,7540.875,False
CDC42EP4,7554.0,6597.0,8260.5,7753.0,7541.125,False
SOAT1,3100.0,11053.0,8260.5,7753.0,7541.625,False
VPS33A,4672.0,9482.0,8260.5,7753.0,7541.875,False
APIP,6584.0,7571.0,8260.5,7753.0,7542.125,False
CYP1B1,8832.0,5324.0,8260.5,7753.0,7542.375,False
AL390728.5,7269.0,6890.0,8260.5,7753.0,7543.125,False
ODF2,6339.0,7821.0,8260.5,7753.0,7543.375,False
DUSP12,8769.0,5392.0,8260.5,7753.0,7543.625,False
CARNMT1,8048.0,6113.0,8260.5,7753.0,7543.625,False
CTBP1-AS,8428.0,5734.0,8260.5,7753.0,7543.875,False
AC098850.3,5152.0,9012.0,8260.5,7753.0,7544.375,False
JAZF1,3881.0,10283.0,8260.5,7753.0,7544.375,False
POLR2I,4965.0,9200.0,8260.5,7753.0,7544.625,False
TMX3,6032.0,8134.0,8260.5,7753.0,7544.875,False
DUOX1,9218.0,4950.0,8260.5,7753.0,7545.375,False
LINC00894,6389.0,7779.0,8260.5,7753.0,7545.375,False
CISD3,6870.0,7299.0,8260.5,7753.0,7545.625,False
ZBED5,4676.0,9493.0,8260.5,7753.0,7545.625,False
C6orf120,6125.0,8045.0,8260.5,7753.0,7545.875,False
AC062029.1,7195.0,6977.0,8260.5,7753.0,7546.375,False
EMC10,4963.0,9215.0,8260.5,7753.0,7547.875,False
RABL3,6042.0,8137.0,8260.5,7753.0,7548.125,False
FBL,7580.0,6601.0,8260.5,7753.0,7548.625,False
HUS1,7059.0,7123.0,8260.5,7753.0,7548.875,False
ADAM28,4827.0,9357.0,8260.5,7753.0,7549.375,False
FAM71F2,5187.0,8997.0,8260.5,7753.0,7549.375,False
WDR91,5984.0,8201.0,8260.5,7753.0,7549.625,False
RBM14,4149.0,10038.0,8260.5,7753.0,7550.125,False
BEX4,6755.0,7435.0,8260.5,7753.0,7550.875,False
BRCA1,3887.0,10307.0,8260.5,7753.0,7551.875,False
PCBD2,8390.0,5808.0,8260.5,7753.0,7552.875,False
SPATA2,4287.0,9913.0,8260.5,7753.0,7553.375,False
HNRNPA1P48,9235.0,4968.0,8260.5,7753.0,7554.125,False
BPI,7291.0,6919.0,8260.5,7753.0,7555.875,False
DNAJC27,8145.0,6065.0,8260.5,7753.0,7555.875,False
SNORC,7890.0,6322.0,8260.5,7753.0,7556.375,False
FGF13,7129.0,7085.0,8260.5,7753.0,7556.875,False
HSPA14,7938.0,6277.0,8260.5,7753.0,7557.125,False
TIMMDC1,7858.0,6358.0,8260.5,7753.0,7557.375,False
AL139424.3,8837.0,5381.0,8260.5,7753.0,7557.875,False
HPD,7090.0,7130.0,8260.5,7753.0,7558.375,False
VDAC3,4288.0,9933.0,8260.5,7753.0,7558.625,False
MOCS3,8585.0,5636.0,8260.5,7753.0,7558.625,False
GPC2,7720.0,6504.0,8260.5,7753.0,7559.375,False
ANKRD54,6951.0,7278.0,8260.5,7753.0,7560.625,False
AC243772.2,9209.0,5020.0,8260.5,7753.0,7560.625,False
ERAP2,4164.0,10067.0,8260.5,7753.0,7561.125,False
PDE8A,7884.0,6348.0,8260.5,7753.0,7561.375,False
INKA2,7883.0,6349.0,8260.5,7753.0,7561.375,False
FSCN3,8260.0,5978.0,8260.5,7753.0,7562.875,False
SYTL4,8055.0,6183.0,8260.5,7753.0,7562.875,False
LRRC37A2,8353.0,5886.0,8260.5,7753.0,7563.125,False
LCN2,5838.0,8401.0,8260.5,7753.0,7563.125,False
FAM216A,8036.0,6206.0,8260.5,7753.0,7563.875,False
LINC02363,8608.0,5635.0,8260.5,7753.0,7564.125,False
CEP131,7624.0,6620.0,8260.5,7753.0,7564.375,False
NAP1L1,2782.0,11465.0,8260.5,7753.0,7565.125,False
ADPRHL2,5862.0,8389.0,8260.5,7753.0,7566.125,False
OGFOD2,7242.0,7010.0,8260.5,7753.0,7566.375,False
TTC31,7565.0,6688.0,8260.5,7753.0,7566.625,False
TMEM170B,3291.0,10966.0,8260.5,7753.0,7567.625,False
LRRC69,9205.0,5053.0,8260.5,7753.0,7567.875,False
ATP9B,5242.0,9016.0,8260.5,7753.0,7567.875,False
HPS4,6689.0,7570.0,8260.5,7753.0,7568.125,False
PYROXD2,7525.0,6735.0,8260.5,7753.0,7568.375,False
AL627309.1,8897.0,5364.0,8260.5,7753.0,7568.625,False
VTI1A,3281.0,10980.0,8260.5,7753.0,7568.625,False
PCF11-AS1,7661.0,6600.0,8260.5,7753.0,7568.625,False
LY6G6C,8720.0,5542.0,8260.5,7753.0,7568.875,False
COA6,7787.0,6476.0,8260.5,7753.0,7569.125,False
GNA15,6720.0,7545.0,8260.5,7753.0,7569.625,False
NUP43,9310.0,4955.0,8260.5,7753.0,7569.625,False
HUWE1,3597.0,10668.0,8260.5,7753.0,7569.625,False
CYP20A1,7658.0,6608.0,8260.5,7753.0,7569.875,False
SNRNP35,4838.0,9428.0,8260.5,7753.0,7569.875,False
PPM1G,3474.0,10792.0,8260.5,7753.0,7569.875,False
TMEM161B,6089.0,8178.0,8260.5,7753.0,7570.125,False
AC009779.2,8970.0,5299.0,8260.5,7753.0,7570.625,False
PAPSS2,7744.0,6527.0,8260.5,7753.0,7571.125,False
ACAD10,8027.0,6245.0,8260.5,7753.0,7571.375,False
AC073896.3,8450.0,5823.0,8260.5,7753.0,7571.625,False
TMC7,9464.0,4810.0,8260.5,7753.0,7571.875,False
STX17,5983.0,8292.0,8260.5,7753.0,7572.125,False
AGPS,7435.0,6841.0,8260.5,7753.0,7572.375,False
USP39,4825.0,9452.0,8260.5,7753.0,7572.625,False
C16orf91,7263.0,7020.0,8260.5,7753.0,7574.125,False
CYB5A,10172.0,4114.0,8260.5,7753.0,7574.875,False
MBOAT1,7483.0,6805.0,8260.5,7753.0,7575.375,False
CHRNA10,7384.0,6904.0,8260.5,7753.0,7575.375,False
MILR1,7326.0,6962.0,8260.5,7753.0,7575.375,False
ATPAF2,9225.0,5076.0,8260.5,7753.0,7578.625,False
ZNF671,8332.0,5970.0,8260.5,7753.0,7578.875,False
NFIX,8568.0,5735.0,8260.5,7753.0,7579.125,False
OR52K1,5824.0,8479.0,8260.5,7753.0,7579.125,False
AC008741.2,7275.0,7034.0,8260.5,7753.0,7580.625,False
MAP3K6,8372.0,5939.0,8260.5,7753.0,7581.125,False
TSPAN32,7056.0,7256.0,8260.5,7753.0,7581.375,False
KTI12,6481.0,7831.0,8260.5,7753.0,7581.375,False
CEP97,5654.0,8660.0,8260.5,7753.0,7581.875,False
GTF3C2,5461.0,8853.0,8260.5,7753.0,7581.875,False
